Item Type,Order ID,Units Sold,Total Cost,Total Profit
Office Supplies,193454921,6465,3393866.40,816206.25
Meat,900885617,929,338797.01,53138.80
Cereal,115013396,3875,453801.25,343286.25
Cereal,181199586,9839,1152245.29,871637.01
Fruits,815118014,389,2691.88,937.49
Vegetables,452755010,9123,829554.39,575934.99
Baby Food,300409400,6672,1063650.24,639577.92
Clothes,284692513,5696,204144.64,418314.24
Cereal,402528178,5888,689543.68,521617.92
Vegetables,271152722,8971,815733.03,566339.23
Beverages,478114974,3700,117623.00,57942.00
Cereal,331276261,862,100948.82,76364.58
Beverages,108810412,8274,263030.46,129570.84
Personal Care,609203755,5784,327779.28,144947.04
Cereal,901255118,272,31853.92,24096.48
Vegetables,574075829,650,59104.50,41034.50
Cosmetics,187089717,2860,753123.80,497268.20
Office Supplies,820033109,4875,2559180.00,615468.75
Clothes,922954833,1700,60928.00,124848.00
Household,366216218,372,186944.88,61651.56
Baby Food,890491092,4958,790404.36,475273.88
Beverages,256765782,1556,49465.24,24366.96
Baby Food,796339118,3296,525448.32,315954.56
Office Supplies,860822427,5340,2803286.40,674175.00
Personal Care,672139537,9880,559899.60,247592.80
Office Supplies,972526776,1140,598454.40,143925.00
Cosmetics,774532973,373,98222.09,64853.51
Clothes,511019456,868,31109.12,63745.92
Cereal,685160052,2940,344303.40,260454.60
Cereal,520441091,8939,1046846.29,791906.01
Office Supplies,210661399,8244,4327770.24,1040805.00
Snacks,469932305,2267,220896.48,125002.38
Beverages,282677638,9450,300415.50,147987.00
Cereal,953633725,266,31151.26,23564.94
Baby Food,257849395,2221,354071.82,212905.06
Beverages,990685975,4850,154181.50,75951.00
Cereal,617817294,4721,552876.31,418233.39
Snacks,725229680,433,42191.52,23875.62
Cosmetics,269221961,7616,2005521.28,1324193.92
Fruits,526405465,3930,27195.60,9471.30
Baby Food,143704020,4068,648520.56,389958.48
Vegetables,988353955,4754,432281.22,300120.02
Cereal,497904098,9742,1140885.62,863043.78
Baby Food,230215775,4819,768244.98,461949.34
Clothes,913462817,2802,100423.68,205778.88
Snacks,196131551,8539,832040.16,470840.46
Baby Food,297020804,3911,623491.62,374908.46
Office Supplies,355241906,2829,1485111.84,357161.25
Personal Care,480218684,6235,353337.45,156249.10
Household,401687467,7103,3569541.62,1177180.19
Cereal,819697082,5437,636727.07,481663.83
Household,254608857,3274,1645315.96,542600.02
Clothes,897096621,9681,346967.04,710972.64
Baby Food,958146703,5756,917621.52,551770.16
Personal Care,519057929,9631,545788.77,241352.86
Cereal,181441628,1465,171566.15,129784.35
Office Supplies,617221629,8451,4436436.96,1066938.75
Baby Food,318634259,9813,1564388.46,940674.18
Household,548228347,1806,907587.24,299308.38
Clothes,388865220,2715,97305.60,199389.60
Snacks,793718707,7858,765683.52,433290.12
Baby Food,536275136,4585,730940.70,439518.10
Household,260333335,7274,3655475.96,1205520.02
Baby Food,230004632,2337,372564.54,224024.82
Cosmetics,779712855,3216,846869.28,559165.92
Cereal,964194333,5385,630637.35,477057.15
Clothes,808497893,1348,48312.32,98997.12
Baby Food,857984864,5643,899607.06,540937.98
Clothes,828329074,9835,352486.40,722282.40
Meat,955516850,7525,2744292.25,430430.00
Cosmetics,645847022,9341,2459765.53,1624119.67
Baby Food,725930917,7945,1266591.90,761607.70
Clothes,292692363,3029,108559.36,222449.76
Personal Care,763367688,6318,358041.06,158329.08
Baby Food,925505721,6565,1046592.30,629320.90
Cosmetics,986967790,4556,1199731.48,792151.72
Vegetables,325927722,8111,737533.23,512047.43
Office Supplies,640871846,7076,3714616.96,893345.00
Household,100598990,8332,4187163.28,1380862.36
Clothes,994220483,790,28313.60,58017.60
Clothes,281160151,392,14049.28,28788.48
Fruits,841154325,5112,35375.04,12319.92
Cosmetics,224251830,9955,2621450.15,1730875.85
Beverages,100813996,1957,62213.03,30646.62
Fruits,411514651,5185,35880.20,12495.85
Office Supplies,717340123,5738,3012220.48,724422.50
Beverages,649589240,6746,214455.34,105642.36
Baby Food,359873330,3370,537245.40,323048.20
Baby Food,970116221,7803,1243954.26,747995.58
Beverages,522554242,4267,135647.93,66821.22
Baby Food,729736220,4019,640708.98,385261.34
Cosmetics,224523484,343,90322.19,59637.41
Fruits,410089862,3558,24621.36,8574.78
Cosmetics,509921681,6012,1583139.96,1045306.44
Clothes,717817771,7085,253926.40,520322.40
Meat,847889459,8188,2986081.72,468353.60
Fruits,784560573,7763,53719.96,18708.83
Vegetables,932567441,6284,571404.12,396708.92
Vegetables,866958892,1257,114299.01,79354.41
Office Supplies,683096253,2216,1163311.36,279770.00
Cosmetics,546653354,5730,1508880.90,996275.10
Personal Care,243616521,397,22497.99,9948.82
Beverages,530284583,1847,58716.13,28924.02
Cereal,883268868,7741,906548.51,685775.19
Fruits,849493205,2772,19182.24,6680.52
Cosmetics,496193921,3663,964577.79,636885.81
Clothes,860919845,4168,149381.12,306097.92
Household,801532304,75,37690.50,12429.75
Household,146205127,4201,2111170.54,696231.73
Fruits,143424642,1394,9646.48,3359.54
Cereal,311989676,3533,413749.63,312988.47
Office Supplies,691011559,4531,2378593.76,572038.75
Clothes,489914119,5330,191027.20,391435.20
Cosmetics,338433682,8902,2344163.66,1547790.74
Cereal,936619079,5254,615295.94,465451.86
Meat,804831635,6421,2341674.49,367281.20
Personal Care,333745181,1470,83304.90,36838.20
Cereal,434346044,1501,175782.11,132973.59
Cereal,287933051,4643,543741.73,411323.37
Fruits,496117532,1057,7314.44,2547.37
Office Supplies,830823314,7936,4166082.56,1001920.00
Cosmetics,684286725,4503,1185774.99,782936.61
Cosmetics,419056594,7013,1846733.29,1219350.31
Clothes,917994248,3753,134507.52,275620.32
Personal Care,434273517,39,2210.13,977.34
Household,441380727,3220,1618178.80,533650.60
Personal Care,683114707,7677,435055.59,192385.62
Vegetables,523586785,9820,892932.60,619936.60
Cosmetics,297220790,3091,813953.03,537432.17
Snacks,858753049,2965,288909.60,163490.10
Household,433232390,1947,978445.38,322676.31
Cosmetics,466020143,4571,1203681.43,794759.77
Office Supplies,672790133,2406,1263053.76,303757.50
Beverages,389528691,9051,287731.29,141738.66
Office Supplies,822534644,5135,2695669.60,648293.75
Meat,998419320,3319,1210406.11,189846.80
Personal Care,914106547,3296,186784.32,82597.76
Baby Food,186832654,6789,1082302.38,650793.54
Fruits,304146468,2554,17673.68,6155.14
Meat,573909318,1376,501813.44,78707.20
Snacks,374295032,1072,104455.68,59110.08
Office Supplies,503789937,1493,783765.28,188491.25
Vegetables,931192862,9516,865289.88,600745.08
Vegetables,345615136,4054,368630.22,255929.02
Meat,206480586,1049,382559.81,60002.80
Office Supplies,693525540,8474,4448511.04,1069842.50
Snacks,256798827,1334,129984.96,73556.76
Office Supplies,566661775,6666,3499383.36,841582.50
Household,663788211,8537,4290183.98,1414837.01
Cereal,109164464,3046,356717.06,269845.14
Baby Food,334089362,3321,529433.82,318351.06
Clothes,590174233,4526,162211.84,332389.44
Household,199342906,8851,4447981.54,1466876.23
Household,803831708,520,261320.80,86179.60
Cereal,516189467,789,92399.79,69897.51
Clothes,669277513,2944,105512.96,216207.36
Household,866269671,7301,3669044.54,1209994.73
Meat,330652272,6210,2264724.90,355212.00
Fruits,156224143,9050,62626.00,21810.50
Meat,157096612,7233,2637802.77,413727.60
Snacks,217693507,9201,896545.44,507343.14
Clothes,742751157,5428,194539.52,398632.32
Clothes,407318389,3418,122501.12,251017.92
Cosmetics,206756532,2707,712834.31,470666.09
Office Supplies,306739413,9864,5178205.44,1245330.00
Meat,493253362,3486,1271309.34,199399.20
Snacks,622597205,9203,896740.32,507453.42
Cosmetics,171382272,4678,1231857.74,813363.86
Household,486532390,4601,2312186.54,762523.73
Cosmetics,735283887,5697,1500191.01,990537.39
Personal Care,155185592,1720,97472.40,43103.20
Personal Care,304098832,8457,479258.19,211932.42
Snacks,110197436,8725,850164.00,481096.50
Beverages,821967732,7373,234387.67,115461.18
Office Supplies,158208549,6280,3296748.80,792850.00
Personal Care,858031213,9358,530317.86,234511.48
Cereal,330859553,7549,884063.39,668765.91
Beverages,106429898,3827,121660.33,59930.82
Office Supplies,884791076,8196,4302572.16,1034745.00
Personal Care,286304414,2693,152612.31,67486.58
Personal Care,501643741,6385,361837.95,160008.10
Vegetables,641795384,371,33735.03,23421.23
Clothes,788058173,2781,99671.04,204236.64
Personal Care,642043435,3775,213929.25,94601.50
Household,875674998,546,274386.84,90488.58
Meat,881189191,2318,845351.42,132589.60
Snacks,121134841,5346,520914.24,294778.44
Baby Food,378373277,7916,1261968.72,758827.76
Meat,806078326,5344,1948903.36,305676.80
Personal Care,177736318,4981,282273.27,124823.86
Clothes,937146079,1205,43187.20,88495.20
Snacks,648418939,428,41704.32,23599.92
Fruits,545978724,6092,42156.64,14681.72
Snacks,584561765,3671,357702.24,202418.94
Household,789216887,5670,2849401.80,939689.10
Meat,805305421,6625,2416071.25,378950.00
Fruits,348501193,8102,56065.84,19525.82
Meat,554790532,3702,1350082.38,211754.40
Beverages,830472266,4053,128844.87,63469.98
Cosmetics,202157723,1818,478733.94,316095.66
Personal Care,466770732,6687,378952.29,167576.22
Household,341547620,385,193477.90,63806.05
Clothes,414037215,1668,59781.12,122497.92
Beverages,892100846,1320,41962.80,20671.20
Personal Care,253912341,7159,405700.53,179404.54
Household,197958028,9034,4539946.36,1497204.82
Fruits,693036735,3825,26469.00,9218.25
Cosmetics,428259789,443,116655.19,77024.41
Office Supplies,863051021,4831,2536081.76,609913.75
Household,377146756,4961,2493100.94,822186.53
Household,120595824,5839,2934331.06,967697.47
Baby Food,863759553,4501,717549.42,431465.86
Vegetables,747311770,5015,456013.95,316596.95
Beverages,232238805,3478,110565.62,54465.48
Vegetables,749839484,3021,274699.53,190715.73
Clothes,651725137,8806,315607.04,646712.64
Meat,159819591,3023,1102457.87,172915.60
Household,916359174,9898,4974140.92,1640395.54
Vegetables,133892714,684,62196.12,43180.92
Meat,945281541,8669,3161497.61,495866.80
Cosmetics,253699481,4169,1097822.77,724864.03
Baby Food,882632863,9533,1519750.86,913833.38
Baby Food,325880515,4141,660158.22,396956.26
Personal Care,197553765,9404,532924.68,235664.24
Personal Care,382076442,3765,213362.55,94350.90
Vegetables,384184873,7696,699797.28,485848.48
Office Supplies,678927886,8704,4569251.84,1098880.00
Cosmetics,461666810,6323,1665035.59,1099380.01
Snacks,798075473,7122,693967.68,392707.08
Household,574140202,9699,4874135.46,1607415.27
Beverages,546159827,9685,307886.15,151667.10
Office Supplies,190745675,4739,2487785.44,598298.75
Vegetables,854821574,9555,868836.15,603207.15
Office Supplies,805623853,856,449365.76,108070.00
Household,180701339,2397,1204588.38,397254.81
Household,537915360,9964,5007308.56,1651333.72
Cosmetics,805439746,6374,1678465.42,1108247.38
Household,431760823,6477,3254951.58,1073433.21
Beverages,735677421,2152,68412.08,33700.32
Baby Food,856300866,7310,1165360.20,700736.60
Personal Care,903054988,2894,164002.98,72523.64
Clothes,605676114,1876,67235.84,137773.44
Snacks,664213073,4263,415386.72,235061.82
Snacks,499027192,2090,203649.60,115242.60
Snacks,500792300,4425,431172.00,243994.50
Snacks,680494725,2366,230543.04,130461.24
Household,219433295,4043,2031769.22,670046.39
Cosmetics,619219338,9618,2532707.94,1672281.66
Cereal,751776683,6281,735567.91,556433.79
Cereal,909341657,3259,381661.49,288714.81
Household,554463088,6804,3419282.16,1127626.92
Vegetables,570002305,5204,473199.72,328528.52
Personal Care,109133136,3775,213929.25,94601.50
Clothes,645341908,9866,353597.44,724559.04
Baby Food,122427451,7858,1252722.36,753267.88
Personal Care,604501092,4161,235803.87,104274.66
Personal Care,625986659,2218,125694.06,55583.08
Baby Food,141620481,7502,1195968.84,719141.72
Beverages,976451385,2518,80047.22,39431.88
Baby Food,975840699,1803,287434.26,172835.58
Fruits,755462253,6923,47907.16,16684.43
Fruits,551302373,1478,10227.76,3561.98
Household,669659888,6097,3063986.38,1010455.81
Baby Food,137146127,3441,548564.22,329854.26
Snacks,750684916,3204,312197.76,176668.56
Meat,327512586,7107,2591851.83,406520.40
Vegetables,355177962,3907,355263.51,246648.91
Personal Care,141542375,4389,248724.63,109988.34
Meat,864779651,6371,2323439.99,364421.20
Cereal,623376119,9701,1136084.11,859411.59
Vegetables,286130607,1260,114571.80,79543.80
Cosmetics,342154443,9958,2622240.14,1731397.46
Personal Care,450871455,1738,98492.46,43554.28
Cosmetics,792017972,4573,1204208.09,795107.51
Clothes,715642821,3469,124328.96,254763.36
Snacks,992107331,5461,532119.84,301119.54
Cosmetics,662085330,4617,1215794.61,802757.79
Baby Food,186563146,7035,1121519.70,674375.10
Snacks,996839606,5846,569634.24,322348.44
Beverages,544526040,6211,197447.69,97264.26
Meat,851546275,321,117065.49,18361.20
Clothes,860136640,2401,86051.84,176329.44
Clothes,482845962,3705,132787.20,272095.20
Meat,152535569,7519,2742104.11,430086.80
Beverages,372379291,4162,132309.98,65176.92
Clothes,365863454,5981,214359.04,439244.64
Snacks,326786887,2357,229666.08,129964.98
Snacks,969260919,4700,457968.00,259158.00
Meat,377709376,1453,529894.57,83111.60
Cereal,756868588,3089,361752.79,273654.51
Fruits,781787383,7115,49235.80,17147.15
Fruits,547827088,3064,21202.88,7384.24
Meat,220661532,7506,2737363.14,429343.20
Baby Food,486277043,9038,1440837.96,866382.68
Cosmetics,300972449,3291,866619.03,572206.17
Snacks,941359078,7925,772212.00,436984.50
Cosmetics,154360759,7634,2010261.22,1327323.58
Snacks,707213819,9140,890601.60,503979.60
Beverages,937467086,6198,197034.42,97060.68
Beverages,602981889,4595,146075.05,71957.70
Household,431932055,7149,3592658.46,1184803.77
Household,772803914,8706,4375113.24,1442845.38
Personal Care,244396293,1149,65113.83,28793.94
Personal Care,685820519,8387,475291.29,210178.22
Vegetables,406500422,1363,123937.59,86046.19
Snacks,936172330,3051,297289.44,168232.14
Office Supplies,274885070,3456,1814261.76,436320.00
Fruits,542999970,4613,31921.96,11117.33
Fruits,331190860,5590,38682.80,13471.90
Office Supplies,550444066,7486,3929850.56,945107.50
Clothes,382058417,8431,302167.04,619172.64
Beverages,427645242,8585,272917.15,134441.10
Clothes,459128367,5142,184289.28,377628.48
Clothes,768744122,7324,262492.16,537874.56
Household,819041335,1387,697022.98,229867.51
Beverages,592881333,5617,178564.43,87962.22
Beverages,143437945,5330,169440.70,83467.80
Baby Food,944197499,7877,1255751.34,755089.22
Meat,938958823,7636,2784772.84,436779.20
Office Supplies,391833245,1020,535459.20,128775.00
Cereal,537244594,1469,172034.59,130138.71
Office Supplies,429929196,4458,2340271.68,562822.50
Vegetables,994935882,2492,226597.56,157319.96
Clothes,977625977,107,3834.88,7858.08
Meat,993673312,8870,3234800.30,507364.00
Cosmetics,379064214,2379,626462.07,413636.73
Meat,340097510,1266,461697.54,72415.20
Baby Food,803384530,8190,1305649.80,785093.40
Fruits,865849101,2845,19687.40,6856.45
Meat,144727551,6953,2535689.57,397711.60
Cosmetics,127568709,9271,2441332.43,1611948.77
Meat,122233903,583,212614.27,33347.60
Household,406896960,8708,4376118.32,1443176.84
Household,880044209,3493,1755372.22,578894.89
Personal Care,610474479,1819,103082.73,45584.14
Vegetables,987299096,2597,236145.21,163948.61
Snacks,769941890,1770,172468.80,97597.80
Snacks,138139188,7310,712286.40,403073.40
Baby Food,241939818,4224,673390.08,404912.64
Snacks,951705110,9546,930162.24,526366.44
Cosmetics,408108890,7344,1933895.52,1276901.28
Cosmetics,872137486,3718,979060.94,646448.66
Meat,175089728,1796,654983.24,102731.20
Fruits,268576943,6741,46647.72,16245.81
Clothes,474522960,744,26664.96,54639.36
Cereal,635164105,8028,940159.08,711200.52
Office Supplies,663049209,9850,5170856.00,1243562.50
Household,991039597,9495,4771617.30,1573606.35
Snacks,322309100,7280,709363.20,401419.20
Personal Care,580344045,5554,314745.18,139183.24
Beverages,158943259,3697,117527.63,57895.02
Vegetables,672218072,3121,283792.53,197028.73
Personal Care,204592311,2266,128414.22,56785.96
Baby Food,960802304,1608,256347.36,154142.88
Fruits,715896880,8651,59864.92,20848.91
Personal Care,465237367,2930,166043.10,73425.80
Fruits,374497592,1014,7016.88,2443.74
Personal Care,229663884,1502,85118.34,37640.12
Household,787035071,22,11055.88,3646.06
Meat,623222482,4237,1545191.53,242356.40
Cosmetics,185149943,8838,2327310.54,1536663.06
Office Supplies,440053784,549,288203.04,69311.25
Vegetables,625482833,3125,284156.25,197281.25
Vegetables,499298417,2352,213867.36,148481.76
Office Supplies,789674365,1048,550158.08,132310.00
Snacks,945097005,4061,395703.84,223923.54
Office Supplies,484365165,3271,1717144.16,412963.75
Office Supplies,346590173,2589,1359121.44,326861.25
Fruits,641195857,2958,20469.36,7128.78
Cereal,197918546,7351,860875.61,651225.09
Fruits,616807067,5773,39949.16,13912.93
Snacks,418222749,260,25334.40,14336.40
